gene	marker_id
AT3G32027	13013865_3
AT3G32027.1	13013865_3
AT3G32028	13016967_3
AT3G32028.1	13016967_3
AT3G32029	13022396_3
AT3G32029.1	13022396_3
AT3G32030	13035314_3
AT3G32031	13026468_3
AT3G32031.1	13026468_3
AT3G32032	13030468_3
AT3G32032.1	13030468_3
AT3G32033	13019487_3
AT3G32033.1	13019487_3
AT3G32035	13036372_3
AT3G32035.1	13036372_3
AT3G32036	13040315_3
AT3G32040	13049013_3
AT3G32043	13058313_3
AT3G32043.1	13058313_3
AT3G32047	13062641_3
AT3G32050	13068577_3
AT3G32052	13069953_3
AT3G32060	13074626_3
AT3G32060.1	13074626_3
AT3G32070	13076059_3
AT3G32070.1	13076059_3
AT3G32080	13078227_3
AT3G32080.1	13078227_3
AT3G32090	13079878_3
AT3G32091	13087936_3
AT3G32091.1	13087936_3
AT3G32092	13091954_3
AT3G32092.1	13091954_3
AT3G32093	13093477_3
AT3G32093.1	13093477_3
AT3G32095	13095854_3
AT3G32095.1	13095854_3
AT3G32100	13097295_3
AT3G32110	13103940_3
AT3G32110.1	13103940_3
AT3G32112	13108684_3
AT3G32112.1	13108684_3
AT3G32115	13113876_3
AT3G32115.1	13113876_3
AT3G32116	13118449_3
AT3G32116.1	13118449_3
AT3G32118	13121221_3
AT3G32118.1	13121221_3
AT3G32120	13125315_3
AT3G32130	13128158_3
AT3G32135	13136427_3
AT3G32135.1	13136427_3
AT3G32140	13139000_3
AT3G32140.1	13139000_3
AT3G32150	13144794_3
AT3G32160	13145941_3
AT3G32164	13152309_3
AT3G32164.1	13152309_3
AT3G32168	13159944_3
AT3G32168.1	13159944_3
AT3G32172	13161102_3
AT3G32172.1	13161102_3
AT3G32176	13161417_3
AT3G32176.1	13161417_3
AT3G32180	13162785_3
AT3G32190	13164556_3
AT3G32195	13170316_3
AT3G32195.1	13170316_3
AT3G32200	13171521_3
AT3G32205	13177241_3
AT3G32205.1	13177241_3
AT3G32210	13191278_3
AT3G32210.1	13191278_3
AT3G32220	13192713_3
AT3G32220.1	13192713_3
AT3G32223	13196999_3
AT3G32223.1	13196999_3
AT3G32226	13202349_3
AT3G32226.1	13202349_3
AT3G32230	13208937_3
AT3G32230.1	13208937_3
AT3G32240	13212183_3
AT3G32240.1	13212183_3
AT3G32250	13216632_3
AT3G32250.1	13216632_3
AT3G32260	13221429_3
AT3G32270	13223011_3
AT3G32270.1	13223011_3
AT3G32275	13233121_3
AT3G32275.1	13233121_3
AT3G32280	13240108_3
AT3G32290	13243074_3
AT3G32290.1	13243074_3
AT3G32295	13249009_3
AT3G32295.1	13249009_3
AT3G32300	13250983_3
AT3G32300.1	13250983_3
AT3G32305	13256675_3
AT3G32305.1	13256675_3
AT3G32310	13264034_3
AT3G32313	13265794_3
AT3G32316	13267099_3
AT3G32320	13275589_3
AT3G32320.1	13275589_3
AT3G32330	13277120_3
AT3G32340	13280886_3
AT3G32340.1	13280886_3
AT3G32360	13287481_3
AT3G32360.1	13287481_3
AT3G32370	13289772_3
AT3G32371	13292438_3
AT3G32373	13302710_3
AT3G32373.1	13302710_3
AT3G32375	13306200_3
AT3G32377	13313239_3
AT3G32383	13317999_3
AT3G32383.1	13317999_3
AT3G32385	13322936_3
AT3G32385.1	13322936_3
AT3G32387	13325190_3
AT3G32389	13338329_3
AT3G32389.1	13338329_3
AT3G32391	13341927_3
AT3G32391.1	13341927_3
AT3G32393	13348632_3
AT3G32393.1	13348632_3
AT3G32395	13352599_3
AT3G32395.1	13352599_3
AT3G32397	13354301_3
AT3G32397.1	13354301_3
AT3G32400	13360571_3
AT3G32405	13367721_3
AT3G32405.1	13367721_3
AT3G32410	13369025_3
AT3G32415	13373202_3
AT3G32415.1	13373202_3
AT3G32425	13383574_3
AT3G32425.1	13383574_3
AT3G32435	13384764_3
AT3G32435.1	13384764_3
AT3G32445	13387110_3
AT3G32455	13393512_3
AT3G32455.1	13393512_3
AT3G32465	13393742_3
AT3G32465.1	13393742_3
AT3G32475	13399943_3
AT3G32475.1	13399943_3
AT3G32677	13402765_3
AT3G32677.1	13402765_3
AT3G32880	13406365_3
AT3G32880.1	13406365_3
AT3G32890	13409949_3
AT3G32890.1	13409949_3
AT3G32893	13415890_3
AT3G32893.1	13415890_3
AT3G32894	13421827_3
AT3G32894.1	13421827_3
AT3G32895	13435515_3
AT3G32895.1	13435515_3
AT3G32896	13425826_3
AT3G32897	13438010_3
AT3G32897.1	13438010_3
AT3G32898	13439673_3
AT3G32898.1	13439673_3
AT3G32899	13448682_3
AT3G32899.1	13448682_3
AT3G32900	13462366_3
AT3G32900.1	13462366_3
AT3G32901	13457465_3
AT3G32901.1	13457465_3
AT3G32902	13428500_3
AT3G32902.1	13428500_3
AT3G32903	13429930_3
AT3G32903.1	13429930_3
AT3G32904	13452803_3
AT3G32905	13424292_3
AT3G32910	13465595_3
AT3G32910.1	13465595_3
AT3G32912	13466995_3
AT3G32912.1	13466995_3
AT3G32914	13473530_3
AT3G32914.1	13473530_3
AT3G32917	13479533_3
AT3G32917.1	13479533_3
AT3G32920	13488778_3
AT3G32925	13488618_3
AT3G32925.1	13488618_3
AT3G32930	13490846_3
AT3G32940	13493764_3
AT3G32950	13498619_3
AT3G32950.1	13498619_3
AT3G32960	13500410_3
AT3G32962	13503100_3
AT3G32962.1	13503100_3
AT3G32964	13506903_3
AT3G32964.1	13506903_3
AT3G32966	13513415_3
AT3G32966.1	13513415_3
AT3G32968	13515498_3
AT3G32968.1	13515498_3
AT3G32970	13520018_3
AT3G32970.1	13520018_3
AT3G32975	13523125_3
AT3G32975.1	13523125_3
AT3G32980	13529983_3
AT3G32990	13536627_3
AT3G33004	13540435_3
AT3G33005	13547285_3
AT3G33005.1	13547285_3
AT3G33006	13553060_3
AT3G33006.1	13553060_3
AT3G33008	13553734_3
AT3G33008.1	13553734_3
AT3G33009	13561746_3
AT3G33009.1	13561746_3
AT3G33010	13571414_3
AT3G33010.1	13571414_3
AT3G33011	13566368_3
AT3G33011.1	13566368_3
AT3G33025	13572987_3
AT3G33030	13575297_3
AT3G33030.1	13575297_3
AT3G33035	13579533_3
AT3G33035.1	13579533_3
AT3G33045	13580763_3
AT3G33045.1	13580763_3
AT3G33055	13583931_3
AT3G33055.1	13583931_3
AT3G33058	13605907_3
AT3G33058.1	13605907_3
AT3G33064	13620867_3
AT3G33064.1	13620867_3
AT3G33065	13659330_3
AT3G33065.1	13659330_3
AT3G33066	13627086_3
AT3G33066.1	13627086_3
AT3G33067	13651281_3
AT3G33067.1	13651281_3
AT3G33069	13805932_3
AT3G33069.1	13805932_3
AT3G33070	13667837_3
AT3G33070.1	13667837_3
AT3G33071	13637623_3
AT3G33071.1	13637623_3
AT3G33072	13634011_3
AT3G33072.1	13634011_3
AT3G33073	13649179_3
AT3G33073.1	13649179_3
AT3G33074	13639649_3
AT3G33074.1	13639649_3
AT3G33075	13640558_3
AT3G33075.1	13640558_3
AT3G33077	13647504_3
AT3G33077.1	13647504_3
AT3G33079	13619470_3
AT3G33079.1	13619470_3
AT3G33080	13816884_3
AT3G33080.1	13816884_3
AT3G33081	13616153_3
AT3G33081.1	13616153_3
AT3G33082	13612384_3
AT3G33082.1	13612384_3
AT3G33083	13611893_3
AT3G33083.1	13611893_3
AT3G33084	13675391_3
AT3G33084.1	13675391_3
AT3G33085	13608495_3
AT3G33085.1	13608495_3
AT3G33091	13820578_3
AT3G33091.1	13820578_3
AT3G33097	13828383_3
AT3G33097.1	13828383_3
AT3G33100	13831955_3
AT3G33100.1	13831955_3
AT3G33103	13842186_3
AT3G33106	13873856_3
AT3G33106.1	13873856_3
AT3G33109	13876225_3
AT3G33109.1	13876225_3
AT3G33112	13881263_3
AT3G33112.1	13881263_3
AT3G33115	13890290_3
AT3G33115.1	13890290_3
AT3G33118	13893134_3
AT3G33118.1	13893134_3
AT3G33121	13897782_3
AT3G33121.1	13897782_3
AT3G33124	13909236_3
AT3G33124.1	13909236_3
AT3G33127	13912140_3
AT3G33127.1	13912140_3
AT3G33130	13922812_3
AT3G33130.1	13922812_3
AT3G33131	13924480_3
AT3G33131.1	13924480_3
AT3G33133	13930665_3
AT3G33133.1	13930665_3
AT3G33136	13939892_3
AT3G33136.1	13939892_3
AT3G33139	13945140_3
AT3G33139.1	13945140_3
AT3G33142	13954644_3
AT3G33142.1	13954644_3
AT3G33145	13955950_3
AT3G33145.1	13955950_3
AT3G33148	13959328_3
AT3G33148.1	13959328_3
AT3G33151	13963596_3
AT3G33151.1	13963596_3
AT3G33154	13968992_3
AT3G33154.1	13968992_3
AT3G33157	13971991_3
AT3G33157.1	13971991_3
AT3G33160	13976205_3
AT3G33160.1	13976205_3
AT3G33163	13978127_3
AT3G33163.1	13978127_3
AT3G33166	13982860_3
AT3G33166.1	13982860_3
AT3G33169	13987717_3
AT3G33169.1	13987717_3
AT3G33172	14000061_3
AT3G33172.1	14000061_3
AT3G33175	14005191_3
AT3G33175.1	14005191_3
AT3G33178	14012993_3
AT3G33178.1	14012993_3
AT3G33181	14017574_3
AT3G33181.1	14017574_3
AT3G33185	14018994_3
AT3G33185.1	14018994_3
AT3G33187	14021359_3
AT3G33189	14028861_3
AT3G33189.1	14028861_3
AT3G33193	14035985_3
AT3G33193.1	14035985_3
AT3G33201	14126143_3
AT3G33201.1	14126143_3
AT3G33205	14122150_3
AT3G33215	14114129_3
AT3G33215.1	14114129_3
AT3G33225	14111101_3
AT3G33225.1	14111101_3
AT3G33230	14107510_3
AT3G33230.1	14107510_3
AT3G33235	14104794_3
AT3G33235.1	14104794_3
AT3G33293	14037623_3
AT3G33377	14102268_3
AT3G33377.1	14102268_3
AT3G33393	14038196_3
AT3G33448	14098515_3
AT3G33448.1	14098515_3
AT3G33494	14039244_3
AT3G33520	14095525_3
AT3G33528	14084331_3
AT3G33530	14093647_3
AT3G33537	14080138_3
AT3G33537.1	14080138_3
AT3G33545	14073121_3
AT3G33545.1	14073121_3
AT3G33555	14069724_3
AT3G33555.1	14069724_3
AT3G33565	14064599_3
AT3G33565.1	14064599_3
AT3G33570	14059933_3
AT3G33570.1	14059933_3
AT3G33572	14056096_3
AT3G33572.1	14056096_3
AT3G33575	14055681_3
AT3G33575.1	14055681_3
AT3G33585	14050052_3
AT3G33585.1	14050052_3
AT3G33595	14046581_3
AT3G33595.1	14046581_3
AT3G35003	14106266_3
AT3G35003.1	14106266_3
AT3G36659	2100941_3
AT3G37820	14151168_3
AT3G37820.1	14151168_3
AT3G38525	14154214_3
AT3G38525.1	14154214_3
AT3G39230	14163595_3
AT3G39230.1	14163595_3
AT3G39935	14168626_3
AT3G39935.1	14168626_3
AT3G40640	14170711_3
AT3G40640.1	14170711_3
AT3G41345	14172158_3
AT3G41345.1	14172158_3
AT3G42047	14228245_3
AT3G42050	14233208_3
AT3G42052	14242638_3
AT3G42052.1	14242638_3
AT3G42054	14245154_3
AT3G42054.1	14245154_3
AT3G42057	14250603_3
AT3G42057.1	14250603_3
AT3G42060	14254261_3
AT3G42065	14257651_3
AT3G42065.1	14257651_3
AT3G42070	14259091_3
AT3G42070.1	14259091_3
AT3G42080	14261073_3
AT3G42080.1	14261073_3
AT3G42083	14263675_3
AT3G42083.1	14263675_3
AT3G42086	14272230_3
AT3G42086.1	14272230_3
AT3G42090	14274690_3
AT3G42090.1	14274690_3
AT3G42100	14281226_3
AT3G42100.1	14281226_3
AT3G42110	14284572_3
AT3G42110.1	14284572_3
AT3G42115	14294323_3
AT3G42115.1	14294323_3
AT3G42120	14296940_3
AT3G42120.1	14296940_3
AT3G42130	14298867_3
AT3G42140	14302923_3
AT3G42148	14308166_3
AT3G42150	14311613_3
AT3G42155	14313497_3
AT3G42160	14315589_3
AT3G42170	14324034_3
AT3G42174	14333925_3
AT3G42174.1	14333925_3
AT3G42178	14344340_3
AT3G42178.1	14344340_3
AT3G42179	14345364_3
AT3G42179.1	14345364_3
AT3G42180	14328651_3
AT3G42181	14351112_3
AT3G42181.1	14351112_3
AT3G42182	14356735_3
AT3G42182.1	14356735_3
AT3G42186	14359512_3
AT3G42186.1	14359512_3
AT3G42190	14371063_3
AT3G42190.1	14371063_3
AT3G42200	14373160_3
AT3G42200.1	14373160_3
AT3G42203	14377528_3
AT3G42203.1	14377528_3
AT3G42206	14379987_3
AT3G42206.1	14379987_3
AT3G42220	14384173_3
AT3G42220.1	14384173_3
AT3G42230	14388011_3
AT3G42230.1	14388011_3
AT3G42233	14389890_3
AT3G42233.1	14389890_3
AT3G42236	14394363_3
AT3G42236.1	14394363_3
AT3G42240	14398264_3
AT3G42240.1	14398264_3
AT3G42245	14403150_3
AT3G42245.1	14403150_3
AT3G42250	14403917_3
AT3G42250.1	14403917_3
AT3G42251	14406760_3
AT3G42251.1	14406760_3
AT3G42252	14408878_3
AT3G42252.1	14408878_3
AT3G42253	14413054_3
AT3G42253.1	14413054_3
AT3G42254	14415349_3
AT3G42254.1	14415349_3
AT3G42255	14418941_3
AT3G42255.1	14418941_3
AT3G42256	14432457_3
AT3G42256.1	14432457_3
AT3G42257	14435367_3
AT3G42257.1	14435367_3
AT3G42258	14438816_3
AT3G42258.1	14438816_3
AT3G42260	14441304_3
AT3G42260.1	14441304_3
AT3G42270	14444616_3
AT3G42270.1	14444616_3
AT3G42280	14448794_3
AT3G42280.1	14448794_3
AT3G42290	14451255_3
AT3G42290.1	14451255_3
AT3G42300	14455583_3
AT3G42300.1	14455583_3
AT3G42305	14458925_3
AT3G42305.1	14458925_3
AT3G42310	14461463_3
AT3G42313	14468078_3
AT3G42313.1	14468078_3
AT3G42316	14470693_3
AT3G42316.1	14470693_3
AT3G42320	14482647_3
AT3G42320.1	14482647_3
AT3G42330	14485194_3
AT3G42330.1	14485194_3
AT3G42340	14487985_3
AT3G42340.1	14487985_3
AT3G42350	14492545_3
AT3G42350.1	14492545_3
AT3G42353	14497527_3
AT3G42353.1	14497527_3
AT3G42356	14499676_3
AT3G42356.1	14499676_3
AT3G42360	14501558_3
AT3G42360.1	14501558_3
AT3G42380	14503870_3
AT3G42383	14507934_3
AT3G42383.1	14507934_3
AT3G42385	14509729_3
AT3G42386	14514592_3
AT3G42386.1	14514592_3
AT3G42390	14518444_3
AT3G42400	14522764_3
AT3G42400.1	14522764_3
AT3G42410	14526719_3
AT3G42410.1	14526719_3
AT3G42420	14533616_3
AT3G42420.1	14533616_3
AT3G42430	14544413_3
AT3G42430.1	14544413_3
AT3G42431	14553239_3
AT3G42431.1	14553239_3
AT3G42432	14558479_3
AT3G42432.1	14558479_3
AT3G42433	14560735_3
AT3G42433.1	14560735_3
AT3G42434	14569745_3
AT3G42434.1	14569745_3
AT3G42436	14571609_3
AT3G42436.1	14571609_3
AT3G42438	14576747_3
AT3G42438.1	14576747_3
AT3G42440	14577795_3
AT3G42440.1	14577795_3
AT3G42445	14583365_3
AT3G42445.1	14583365_3
AT3G42450	14588366_3
AT3G42450.1	14588366_3
AT3G42460	14591207_3
AT3G42460.1	14591207_3
AT3G42466	14604192_3
AT3G42470	14599330_3
AT3G42470.1	14599330_3
AT3G42471	14613553_3
AT3G42471.1	14613553_3
AT3G42472	14617834_3
AT3G42472.1	14617834_3
AT3G42473	14607959_3
AT3G42474	14619232_3
AT3G42474.1	14619232_3
AT3G42475	14609824_3
AT3G42476	14621541_3
AT3G42476.1	14621541_3
AT3G42478	14626997_3
AT3G42478.1	14626997_3
AT3G42480	14628615_3
AT3G42480.1	14628615_3
AT3G42490	14630397_3
AT3G42490.1	14630397_3
AT3G42500	14631883_3
AT3G42500.1	14631883_3
AT3G42510	14633397_3
AT3G42510.1	14633397_3
AT3G42520	14634481_3
AT3G42520.1	14634481_3
AT3G42530	14639713_3
AT3G42530.1	14639713_3
AT3G42535	14644273_3
AT3G42535.1	14644273_3
AT3G42540	14646435_3
AT3G42540.1	14646435_3
AT3G42542	14650233_3
AT3G42545	14662717_3
AT3G42545.1	14662717_3
AT3G42550	14669110_3
AT3G42553	14675564_3
AT3G42553.1	14675564_3
AT3G42556	14677195_3
AT3G42556.1	14677195_3
AT3G42557	14678102_3
AT3G42560	14680710_3
AT3G42565	14683406_3
AT3G42570	14690318_3
AT3G42580	14695926_3
AT3G42580.1	14695926_3
AT3G42590	14696918_3
AT3G42590.1	14696918_3
AT3G42600	14698422_3
AT3G42600.1	14698422_3
AT3G42610	14699837_3
AT3G42610.1	14699837_3
AT3G42620	14700968_3
AT3G42620.1	14700968_3
AT3G42621	14703393_3
AT3G42621.1	14703393_3
AT3G42622	14709283_3
AT3G42622.1	14709283_3
AT3G42624	14714635_3
AT3G42624.1	14714635_3
AT3G42626	14720406_3
AT3G42626.1	14720406_3
AT3G42628	14720830_3
AT3G42630	14723854_3
AT3G42640	14728209_3
AT3G42645	14733993_3
AT3G42645.1	14733993_3
AT3G42646	14735180_3
AT3G42650	14741434_3
AT3G42650.1	14741434_3
AT3G42653	14745886_3
AT3G42653.1	14745886_3
AT3G42656	14747175_3
AT3G42656.1	14747175_3
AT3G42658	14750290_3
AT3G42658.1	14750290_3
AT3G42660	14755620_3
AT3G42670	14760068_3
AT3G42680	14763387_3
AT3G42680.1	14763387_3
AT3G42690	14770760_3
AT3G42690.1	14770760_3
AT3G42700	14773285_3
AT3G42700.1	14773285_3
AT3G42710	14775118_3
AT3G42710.1	14775118_3
AT3G42711	14777093_3
AT3G42711.1	14777093_3
AT3G42712	14782472_3
AT3G42712.1	14782472_3
AT3G42713	14787096_3
AT3G42713.1	14787096_3
AT3G42714	14792839_3
AT3G42714.1	14792839_3
AT3G42715	14798509_3
AT3G42715.1	14798509_3
AT3G42716	14801809_3
AT3G42716.1	14801809_3
AT3G42717	14820562_3
AT3G42717.1	14820562_3
AT3G42718	14823849_3
AT3G42718.1	14823849_3
AT3G42719	14804196_3
AT3G42719.1	14804196_3
AT3G42720	14830954_3
AT3G42720.1	14830954_3
AT3G42721	14835577_3
AT3G42721.1	14835577_3
AT3G42722	14837957_3
AT3G42723	14841189_3
AT3G42724	14842595_3
AT3G42725	14843626_3
AT3G42726	14805632_3
AT3G42726.1	14805632_3
AT3G42727	14808327_3
AT3G42727.1	14808327_3
AT3G42728	14787842_3
AT3G42730	14851094_3
AT3G42730.1	14851094_3
AT3G42740	14852540_3
AT3G42740.1	14852540_3
AT3G42750	14853946_3
AT3G42750.1	14853946_3
AT3G42760	14855554_3
AT3G42760.1	14855554_3
AT3G42763	14858964_3
AT3G42763.1	14858964_3
AT3G42766	14865385_3
AT3G42766.1	14865385_3
AT3G42770	14869991_3
AT3G42780	14871734_3
AT3G42783	14875345_3
AT3G42783.1	14875345_3
AT3G42786	14877238_3
AT3G42790	14879779_3
AT3G42791	14891203_3
AT3G42791.1	14891203_3
AT3G42792	14892873_3
AT3G42792.1	14892873_3
AT3G42794	14899211_3
AT3G42794.1	14899211_3
AT3G42796	14900572_3
AT3G42796.1	14900572_3
AT3G42798	14902677_3
AT3G42798.1	14902677_3
AT3G42800	14906964_3
AT3G42803	14910190_3
AT3G42803.1	14910190_3
AT3G42806	14918578_3
AT3G42806.1	14918578_3
AT3G42810	14920191_3
AT3G42810.1	14920191_3
AT3G42820	14927026_3
AT3G42820.1	14927026_3
AT3G42830	14930647_3
AT3G42835	14932251_3
AT3G42835.1	14932251_3
AT3G42836	14935113_3
AT3G42836.1	14935113_3
AT3G42837	14938750_3
AT3G42837.1	14938750_3
AT3G42850	14945277_3
AT3G42860	14948164_3
AT3G42870	14951274_3
AT3G42875	14952662_3
AT3G42875.1	14952662_3
AT3G42880	14956509_3
AT3G42883	14958518_3
AT3G42883.1	14958518_3
AT3G42886	14966742_3
AT3G42886.1	14966742_3
AT3G42890	14969013_3
AT3G42890.1	14969013_3
AT3G42900	14972652_3
AT3G42900.1	14972652_3
AT3G42910	14977759_3
AT3G42910.1	14977759_3
AT3G42913	14982665_3
AT3G42913.1	14982665_3
AT3G42916	14985643_3
AT3G42916.1	14985643_3
AT3G42920	14987422_3
AT3G42920.1	14987422_3
AT3G42922	14990449_3
AT3G42922.1	14990449_3
AT3G42924	14994575_3
AT3G42924.1	14994575_3
AT3G42927	14997400_3
AT3G42927.1	14997400_3
AT3G42930	14998339_3
AT3G42930.1	14998339_3
AT3G42935	15003973_3
AT3G42935.1	15003973_3
AT3G42940	15007190_3
AT3G42945	15013503_3
AT3G42945.1	15013503_3
AT3G42950	15018056_3
AT3G42960	15019660_3
AT3G42970	15025096_3
AT3G42980	15029108_3
AT3G42980.1	15029108_3
AT3G42990	15031116_3
AT3G42993	15037032_3
AT3G42993.1	15037032_3
AT3G42996	15043113_3
AT3G42996.1	15043113_3
AT3G43000	15046810_3
AT3G43000.1	15046810_3
AT3G43005	15048943_3
AT3G43005.1	15048943_3
AT3G43020	15057567_3
AT3G43020.1	15057567_3
AT3G43025	15058922_3
AT3G43025.1	15058922_3
AT3G43040	15061549_3
AT3G43040.1	15061549_3
AT3G43050	15064571_3
AT3G43050.1	15064571_3
AT3G43060	15067921_3
AT3G43060.1	15067921_3
AT3G43070	15071164_3
AT3G43070.1	15071164_3
AT3G43080	15075053_3
AT3G43080.1	15075053_3
AT3G43083	15077177_3
AT3G43090	15084517_3
AT3G43090.1	15084517_3
AT3G43095	15088694_3
AT3G43095.1	15088694_3
AT3G43100	15091159_3
AT3G43100.1	15091159_3
AT3G43110	15092434_3
AT3G43120	15095374_3
AT3G43123	15098830_3
AT3G43123.1	15098830_3
AT3G43126	15104203_3
AT3G43126.1	15104203_3
AT3G43128	15107526_3
AT3G43128.1	15107526_3
AT3G43130	15112246_3
AT3G43130.1	15112246_3
AT3G43140	15112821_3
AT3G43140.1	15112821_3
AT3G43141	15115852_3
AT3G43141.1	15115852_3
AT3G43142	15121595_3
AT3G43142.1	15121595_3
AT3G43144	15129551_3
AT3G43144.1	15129551_3
AT3G43146	15136302_3
AT3G43146.1	15136302_3
AT3G43147	15138009_3
AT3G43147.1	15138009_3
AT3G43148	15143117_3
AT3G43150	15144406_3
AT3G43151	15146631_3
AT3G43151.1	15146631_3
AT3G43152	15149750_3
AT3G43152.1	15149750_3
AT3G43153	15150908_3
AT3G43154	15152537_3
AT3G43154.1	15152537_3
AT3G43156	15155912_3
AT3G43156.1	15155912_3
AT3G43157	15158390_3
AT3G43157.1	15158390_3
AT3G43158	15162609_3
AT3G43158.1	15162609_3
AT3G43160	15168204_3
AT3G43170	15172737_3
AT3G43175	15177401_3
AT3G43175.1	15177401_3
AT3G43180	15178935_3
AT3G43190	15183975_3
AT3G43200	15186530_3
AT3G43205	15187412_3
AT3G43205.1	15187412_3
AT3G43210	15196139_3
AT3G43220	15203031_3
AT3G43230	15209747_3
AT3G43240	15214719_3
AT3G43250	15217445_3
AT3G43251	15218344_3
AT3G43260	15221718_3
AT3G43270	15225459_3
AT3G43280	15230219_3
AT3G43290	15231114_3
AT3G43291	15231427_3
AT3G43300	15244571_3
AT3G43302	15250301_3
AT3G43302.1	15250301_3
AT3G43303	15251019_3
AT3G43303.1	15251019_3
AT3G43304	15260518_3
AT3G43304.1	15260518_3
AT3G43307	15265090_3
AT3G43307.1	15265090_3
AT3G43310	15268364_3
AT3G43315	15274993_3
AT3G43315.1	15274993_3
AT3G43320	15276983_3
AT3G43320.1	15276983_3
AT3G43330	15281896_3
AT3G43330.1	15281896_3
AT3G43340	15285848_3
AT3G43350	15290697_3
AT3G43350.1	15290697_3
AT3G43352	15299626_3
AT3G43352.1	15299626_3
AT3G43355	15304266_3
AT3G43355.1	15304266_3
AT3G43356	15306350_3
AT3G43356.1	15306350_3
AT3G43357	15312491_3
AT3G43357.1	15312491_3
AT3G43358	15316205_3
AT3G43358.1	15316205_3
AT3G43359	15317198_3
AT3G43359.1	15317198_3
AT3G43360	15321203_3
AT3G43360.1	15321203_3
AT3G43370	15324070_3
AT3G43370.1	15324070_3
AT3G43380	15325309_3
AT3G43380.1	15325309_3
AT3G43390	15329409_3
AT3G43390.1	15329409_3
AT3G43400	15333696_3
AT3G43402	15335495_3
AT3G43410	15341072_3
AT3G43420	15345670_3
AT3G43425	15352798_3
AT3G43425.1	15352798_3
AT3G43430	15355299_3
AT3G43431	15355971_3
AT3G43432	15360084_3
AT3G43433	15361503_3
AT3G43433.1	15361503_3
AT3G43436	15365344_3
AT3G43436.1	15365344_3
AT3G43440	15369932_3
AT3G43442	15375401_3
AT3G43442.1	15375401_3
AT3G43444	15381606_3
AT3G43444.1	15381606_3
AT3G43447	15383991_3
AT3G43447.1	15383991_3
AT3G43450	15385954_3
AT3G43450.1	15385954_3
AT3G43460	15390496_3
AT3G43460.1	15390496_3
AT3G43470	15393264_3
AT3G43480	15394461_3
AT3G43485	15396501_3
AT3G43485.1	15396501_3
AT3G43490	15400042_3
AT3G43500	15400668_3
AT3G43505	15402789_3
AT3G43510	15405374_3
AT3G43510.1	15405374_3
AT3G43520	15407886_3
AT3G43521	15409659_3
AT3G43521.1	15409659_3
AT3G43522	15410495_3
AT3G43522.1	15410495_3
AT3G43523	15416010_3
AT3G43523.1	15416010_3
AT3G43524	15420518_3
AT3G43524.1	15420518_3
AT3G43526	15425321_3
AT3G43526.1	15425321_3
AT3G43528	15426710_3
AT3G43528.1	15426710_3
AT3G43530	15430072_3
AT3G43530.1	15430072_3
AT3G43540	15433187_3
AT3G43546	15446880_3
AT3G43546.1	15446880_3
AT3G43550	15450049_3
AT3G43563	15460856_3
AT3G43563.1	15460856_3
AT3G43566	15466707_3
AT3G43566.1	15466707_3
AT3G43570	15474642_3
AT3G43571	15482306_3
AT3G43571.1	15482306_3
AT3G43572	15479210_3
AT3G43573	15491947_3
AT3G43573.1	15491947_3
AT3G43574	15480024_3
AT3G43575	15497781_3
AT3G43575.1	15497781_3
AT3G43580	15503605_3
AT3G43583	15507076_3
AT3G43586	15509296_3
AT3G43586.1	15509296_3
AT3G43590	15512574_3
AT3G43600	15517407_3
AT3G43610	15524080_3
AT3G43620	15525999_3
AT3G43620.1	15525999_3
AT3G43622	15530130_3
AT3G43622.1	15530130_3
AT3G43623	15530457_3
AT3G43625	15538462_3
AT3G43625.1	15538462_3
AT3G43630	15539417_3
AT3G43635	15545898_3
AT3G43635.1	15545898_3
AT3G43640	15548350_3
AT3G43640.1	15548350_3
AT3G43650	15551091_3
AT3G43650.1	15551091_3
AT3G43652	15554955_3
AT3G43652.1	15554955_3
AT3G43654	15559688_3
AT3G43654.1	15559688_3
AT3G43657	15562093_3
AT3G43657.1	15562093_3
AT3G43660	15566017_3
AT3G43670	15569894_3
AT3G43675	15575016_3
AT3G43675.1	15575016_3
AT3G43680	15578269_3
AT3G43680.1	15578269_3
AT3G43681	15584428_3
AT3G43681.1	15584428_3
AT3G43682	15585417_3
AT3G43684	15587069_3
AT3G43684.1	15587069_3
AT3G43686	15590930_3
AT3G43686.1	15590930_3
AT3G43688	15597393_3
AT3G43688.1	15597393_3
AT3G43690	15600795_3
AT3G43690.1	15600795_3
AT3G43700	15603888_3
AT3G43710	15606677_3
AT3G43715	15607601_3
AT3G43715.1	15607601_3
AT3G43720	15617131_3
AT3G43722	15621000_3
AT3G43723	15626649_3
AT3G43723.1	15626649_3
AT3G43726	15630055_3
AT3G43726.1	15630055_3
AT3G43730	15636938_3
AT3G43730.1	15636938_3
AT3G43740	15645611_3
AT3G43750	15647553_3
AT3G43760	15649404_3
AT3G43760.1	15649404_3
AT3G43770	15650942_3
AT3G43770.1	15650942_3
AT3G43780	15652707_3
AT3G43780.1	15652707_3
AT3G43790	15660084_3
AT3G43800	15661909_3
AT3G43810	15666455_3
AT3G43820	15669770_3
AT3G43825	15674695_3
AT3G43825.1	15674695_3
AT3G43826	15676148_3
AT3G43828	15677973_3
AT3G43828.1	15677973_3
AT3G43829	15678855_3
AT3G43830	15679843_3
AT3G43830.1	15679843_3
AT3G43832	15682872_3
